sample;tokens;tags
сыро;['▁сыр', 'о'];['B-TYPE', 'I-TYPE']
творог обез;['▁твор', 'ог', '▁обез'];['B-TYPE', 'I-TYPE', 'B-TYPE']
волоко;['▁вол', 'око'];['B-TYPE', 'I-TYPE']
минералка святой источник;['▁минерал', 'ка', '▁свято', 'й', '▁источник'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND']
наволочек;['▁на', 'вол', 'очек'];['B-TYPE', 'I-TYPE', 'I-TYPE']
голуб;['▁голуб'];['B-TYPE']
суповн;['▁су', 'пов', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE']
печенья;['▁пече', 'нь', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE']
сухарипи;['▁су', 'ха', 'рип', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
палочкт;['▁пал', 'оч', 'кт'];['B-TYPE', 'I-TYPE', 'I-TYPE']
халял;['▁хал', 'ял'];['B-TYPE', 'I-TYPE']
базилик майски;['▁бази', 'лик', '▁май', 'ски'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
сгущен;['▁с', 'гу', 'щен'];['B-TYPE', 'I-TYPE', 'I-TYPE']
желудки куриные;['▁желуд', 'ки', '▁кур', 'и', 'ные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
пивной нефильтрованный;['▁', 'пив', 'ной', '▁не', 'фи', 'ль', 'т', 'рова', 'нный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
cofess;['▁co', 'fes', 's'];['B-BRAND', 'I-BRAND', 'I-BRAND']
кастрюли relanc;['▁ка', 'стр', 'ю', 'ли', '▁rela', 'nc'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
пана;['▁па', 'на'];['B-TYPE', 'I-TYPE']
перец серный молотый;['▁пере', 'ц', '▁сер', 'ный', '▁мол', 'от', 'ый'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
мультиварка vitesse;['▁мульти', 'вар', 'ка', '▁vitesse'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
красный ключ;['▁крас', 'ный', '▁ключ'];['B-BRAND', 'I-BRAND', 'B-BRAND']
греческиий;['▁гре', 'чески', 'ий'];['B-TYPE', 'I-TYPE', 'I-TYPE']
запеечнная;['▁зап', 'ее', 'ч', 'нная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
чистящие средст;['▁чист', 'ящие', '▁сред', 'ст'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
сосисо;['▁со', 'си', 'со'];['B-TYPE', 'I-TYPE', 'I-TYPE']
№1 диффузор;['▁No', '1', '▁ди', 'фф', 'у', 'зор'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
куриса;['▁кур', 'иса'];['B-TYPE', 'I-TYPE']
акваминерал;['▁аква', 'ми', 'не', 'рал'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
молочный коктей;['▁мол', 'очный', '▁', 'кок', 'тей'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
творожок агуша черни;['▁твор', 'о', 'жок', '▁аг', 'уша', '▁чер', 'ни'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
рио;['▁ри', 'о'];['B-BRAND', 'I-BRAND']
кукурзная;['▁ку', 'кур', 'зна', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
огурыц;['▁о', 'гур', 'ы', 'ц'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
минеральнпя;['▁минерал', 'ь', 'н', 'пя'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
сардины тенд;['▁сард', 'ины', '▁те', 'нд'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
творг;['▁твор', 'г'];['B-TYPE', 'I-TYPE']
молочные коктейли;['▁мол', 'очные', '▁коктейл', 'и'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
масло сливочно;['▁масло', '▁с', 'ливо', 'чно'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
fishka гренк;['▁fish', 'ka', '▁гре', 'нк'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
фассол;['▁фа', 'с', 'сол'];['B-TYPE', 'I-TYPE', 'I-TYPE']
игуршка;['▁и', 'гур', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
бульонеые;['▁бул', 'ьо', 'не', 'ые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
серд;['▁се', 'рд'];['B-TYPE', 'I-TYPE']
салфетки спиртовые;['▁сал', 'фет', 'ки', '▁спирт', 'овые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
соль йодированная;['▁', 'соль', '▁й', 'од', 'ирован', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
трюфели;['▁тр', 'ю', 'фе', 'ли'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
сахарный пудра;['▁сахар', 'ный', '▁пу', 'дра'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
укроп тис;['▁укр', 'оп', '▁тис'];['B-TYPE', 'I-TYPE', 'B-BRAND']
ростительный;['▁рост', 'ительный'];['B-TYPE', 'I-TYPE']
жевателтная;['▁же', 'вате', 'лт', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
кефир наша маша;['▁ке', 'фи', 'р', '▁наша', '▁маш', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'B-BRAND', 'I-BRAND']
drimis;['▁dr', 'imis'];['B-BRAND', 'I-BRAND']
свиной фарш;['▁сви', 'ной', '▁фар', 'ш'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
зель;['▁з', 'ель'];['B-TYPE', 'I-TYPE']
туннц;['▁тун', 'нц'];['B-TYPE', 'I-TYPE']
трусики подгузники;['▁т', 'рус', 'ики', '▁под', 'гуз', 'ники'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
растишкка;['▁рас', 'тиш', 'к', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
memoloko;['▁me', 'mo', 'loko'];['B-TYPE', 'I-TYPE', 'I-TYPE']
абру-до;['▁а', 'бру', '-', 'до'];['O', 'O', 'O', 'O']
bombard;['▁bombard'];['B-BRAND']
зубочисики;['▁зуб', 'оч', 'ис', 'ики'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
йогурт греческий te;['▁й', 'о', 'гурт', '▁гре', 'чески', 'й', '▁te'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
сок фруктовый;['▁сок', '▁фр', 'ук', 'т', 'овый'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
горошек ромашки;['▁гор', 'о', 'шек', '▁ро', 'ма', 'шки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
чернослив мэт;['▁черно', 'с', 'лив', '▁мэт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
соль для посудомое;['▁', 'соль', '▁для', '▁посуд', 'ом', 'ое'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
творолг;['▁твор', 'ол', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE']
сосус для хот;['▁со', 'су', 'с', '▁для', '▁хот'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
станки для брит;['▁стан', 'ки', '▁для', '▁бр', 'ит'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
ржаный;['▁', 'ржан', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE']
мартини;['▁март', 'ини'];['B-BRAND', 'I-BRAND']
фонари;['▁фон', 'ари'];['B-TYPE', 'I-TYPE']
копченая голень;['▁коп', 'че', 'ная', '▁го', 'лень'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
язачок;['▁я', 'за', 'чок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
радиоуправляемый игрушк;['▁радио', 'у', 'прав', 'ля', 'емый', '▁игру', 'ш', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
мультиварка moulin;['▁мульти', 'вар', 'ка', '▁mo', 'ulin'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
карамели яшкино;['▁кара', 'ме', 'ли', '▁я', 'шки', 'но'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
поводки зо;['▁повод', 'ки', '▁зо'];['B-TYPE', 'I-TYPE', 'B-BRAND']
сахарная пудра;['▁сахар', 'ная', '▁пу', 'дра'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
трусов;['▁', 'тру', 'сов'];['B-TYPE', 'I-TYPE', 'I-TYPE']
бутгур;['▁бут', 'гур'];['B-TYPE', 'I-TYPE']
фруктовое пбре без сахара;['▁фр', 'ук', 'то', 'вое', '▁п', 'бре', '▁без', '▁сахар', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O', 'O']
ванильный рестория;['▁ван', 'ил', 'ьный', '▁', 'рест', 'ория'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
каша рис;['▁каш', 'а', '▁рис'];['B-TYPE', 'I-TYPE', 'B-TYPE']
печенье со сгущенкой;['▁пече', 'нь', 'е', '▁со', '▁с', 'гу', 'щенко', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
изepica;['▁из', 'e', 'pica'];['B-TYPE', 'I-TYPE', 'I-TYPE']
тирьяки;['▁', 'тир', 'ья', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
апельсыны;['▁а', 'пель', 'сын', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
халапеьо;['▁ха', 'лап', 'е', 'ьо'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
маскрапоне;['▁маск', 'рап', 'оне'];['B-TYPE', 'I-TYPE', 'I-TYPE']
mentas;['▁men', 'tas'];['B-BRAND', 'I-BRAND']
coffesso;['▁co', 'ff', 'esso'];['B-BRAND', 'I-BRAND', 'I-BRAND']
стм вис;['▁ст', 'м', '▁вис'];['B-BRAND', 'I-BRAND', 'B-TYPE']
ломтимка;['▁', 'лом', 'тим', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
булочка сдобная;['▁було', 'чка', '▁с', 'доб', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
селедька;['▁се', 'ле', 'дь', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
viole;['▁viol', 'e'];['B-BRAND', 'I-BRAND']
кастрюли guangdo;['▁ка', 'стр', 'ю', 'ли', '▁gu', 'ang', 'do'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
майонезю;['▁май', 'о', 'нез', 'ю'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
кмк например;['▁км', 'к', '▁например'];['B-BRAND', 'I-BRAND', 'O']
chitos;['▁chi', 'tos'];['B-BRAND', 'I-BRAND']
кофе монарх растворимый;['▁кофе', '▁монарх', '▁раствор', 'им', 'ый'];['B-TYPE', 'B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
карты памяти;['▁карты', '▁памяти'];['B-TYPE', 'B-TYPE']
earlgr;['▁ear', 'l', 'gr'];['B-BRAND', 'I-BRAND', 'I-BRAND']
mikly;['▁mik', 'ly'];['B-TYPE', 'I-TYPE']
фварш;['▁ф', 'вар', 'ш'];['B-TYPE', 'I-TYPE', 'I-TYPE']
пюре детское овощи;['▁пюре', '▁детско', 'е', '▁овощ', 'и'];['B-TYPE', 'O', 'O', 'O', 'O']
вятич тебе;['▁в', 'ят', 'ич', '▁тебе'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'O']
лссов;['▁', 'лс', 'сов'];['O', 'O', 'O']
бпелмени;['▁б', 'пел', 'мени'];['B-TYPE', 'I-TYPE', 'I-TYPE']
антистат;['▁анти', 'стат'];['B-TYPE', 'I-TYPE']
орехи грец;['▁орех', 'и', '▁гре', 'ц'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
моркавь;['▁мор', 'кав', 'ь'];['B-TYPE', 'I-TYPE', 'I-TYPE']
sonno диффузора;['▁son', 'no', '▁ди', 'фф', 'уз', 'ора'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
aotime;['▁ao', 'time'];['O', 'O']
туалетнаяз;['▁туалет', 'на', 'яз'];['B-TYPE', 'I-TYPE', 'I-TYPE']
форели;['▁фо', 'рели'];['B-TYPE', 'I-TYPE']
наггетсф;['▁на', 'г', 'ге', 'тс', 'ф'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
конфеа;['▁конф', 'е', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE']
мячи unic-to;['▁мя', 'чи', '▁un', 'ic', '-', 'to'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
творожник;['▁твор', 'ож', 'ник'];['B-TYPE', 'I-TYPE', 'I-TYPE']
для бургера сыр;['▁для', '▁', 'бург', 'ера', '▁сыр'];['O', 'O', 'O', 'O', 'B-TYPE']
солёный огурец;['▁со', 'лё', 'ный', '▁о', 'гур', 'ец'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
curran;['▁cur', 'ran'];['B-BRAND', 'I-BRAND']
медальон;['▁медаль', 'он'];['B-TYPE', 'I-TYPE']
энергетив;['▁энерг', 'е', 'тив'];['B-TYPE', 'I-TYPE', 'I-TYPE']
dr.bakers сод;['▁dr', '.', 'ba', 'kers', '▁со', 'д'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
руколл;['▁руко', 'лл'];['B-TYPE', 'I-TYPE']
маслины delp;['▁мас', 'ли', 'ны', '▁del', 'p'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
баранких;['▁бара', 'нки', 'х'];['B-TYPE', 'I-TYPE', 'I-TYPE']
чне;['▁', 'чне'];['O', 'O']
сгущёнка вареная;['▁с', 'гу', 'щ', 'ён', 'ка', '▁вар', 'е', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
кондиционеры;['▁кон', 'ди', 'ционер', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
ода;['▁од', 'а'];['B-TYPE', 'I-TYPE']
соль для посудымойки;['▁', 'соль', '▁для', '▁посуд', 'ым', 'ой', 'ки'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
сладко баклажаны;['▁сладко', '▁бак', 'ла', 'жаны'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
картофелемялка;['▁картоф', 'еле', 'мя', 'лка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
бальзам для волс;['▁ба', 'ль', 'зам', '▁для', '▁во', 'лс'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
stax;['▁sta', 'x'];['B-BRAND', 'I-BRAND']
компота;['▁комп', 'ота'];['B-TYPE', 'I-TYPE']
свиной;['▁сви', 'ной'];['B-TYPE', 'I-TYPE']
зажанка;['▁за', 'жан', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
холоец;['▁хол', 'о', 'ец'];['B-TYPE', 'I-TYPE', 'I-TYPE']
буата;['▁бу', 'ата'];['O', 'O']
помилор;['▁помил', 'ор'];['B-TYPE', 'I-TYPE']
sensodin;['▁senso', 'din'];['B-BRAND', 'I-BRAND']
форель amore;['▁', 'фор', 'ель', '▁amore'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
круассан с шоколадом;['▁кру', 'ас', 'сан', '▁с', '▁шоколад', 'ом'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
вкус и польща;['▁вкус', '▁и', '▁поль', 'ща'];['B-BRAND', 'B-BRAND', 'B-BRAND', 'I-BRAND']
вода 5л;['▁вода', '▁5', 'л'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
сырок творожный;['▁сыр', 'ок', '▁твор', 'ож', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
колбаски ск;['▁кол', 'ба', 'ски', '▁ск'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
кремобоня;['▁крем', 'обо', 'ня'];['B-TYPE', 'I-TYPE', 'I-TYPE']
бакал;['▁ба', 'кал'];['B-TYPE', 'I-TYPE']
блинч;['▁б', 'лин', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE']
зелёный лук;['▁', 'зе', 'лё', 'ный', '▁', 'лук'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
шампупя;['▁шам', 'пу', 'пя'];['B-TYPE', 'I-TYPE', 'I-TYPE']
чашки nouvell;['▁чаш', 'ки', '▁nouvel', 'l'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
jagua;['▁ja', 'gua'];['B-BRAND', 'I-BRAND']
миски н;['▁ми', 'ски', '▁н'];['B-TYPE', 'I-TYPE', 'B-BRAND']
баран;['▁бар', 'ан'];['B-TYPE', 'I-TYPE']
мука⁹;['▁му', 'ка', '9'];['B-TYPE', 'I-TYPE', 'I-TYPE']
бижутер;['▁би', 'жу', 'тер'];['B-TYPE', 'I-TYPE', 'I-TYPE']
полукопченая колбаски;['▁полу', 'коп', 'че', 'ная', '▁кол', 'ба', 'ски'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
мука белли;['▁му', 'ка', '▁бел', 'ли'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
сооти;['▁со', 'оти'];['B-TYPE', 'I-TYPE']
молотенца;['▁', 'моло', 'те', 'нца'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
селдерея;['▁се', 'лде', 'рея'];['B-TYPE', 'I-TYPE', 'I-TYPE']
каотофель;['▁као', 'то', 'фе', 'ль'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
одеяло velv;['▁оде', 'я', 'ло', '▁vel', 'v'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
из скумбри;['▁из', '▁', 'ску', 'м', 'бри'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
ножи lai;['▁но', 'жи', '▁lai'];['B-TYPE', 'I-TYPE', 'B-BRAND']
жидк. мыло;['▁жи', 'д', 'к', '.', '▁мы', 'ло'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
ferrero дра;['▁fer', 're', 'ro', '▁дра'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
смесь пряност;['▁сме', 'сь', '▁пря', 'ност'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
cherkizovo сырокопчен;['▁che', 'rki', 'zo', 'vo', '▁сыр', 'о', 'коп', 'чен'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
шмколадуа;['▁ш', 'м', 'кола', 'ду', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
пряник;['▁пря', 'ник'];['B-TYPE', 'I-TYPE']
пломбир с изю;['▁пло', 'м', 'бир', '▁с', '▁из', 'ю'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
огурес;['▁о', 'гу', 'рес'];['B-TYPE', 'I-TYPE', 'I-TYPE']
яичк;['▁я', 'ич', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
нагетчсы;['▁на', 'ге', 'т', 'ч', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
сыр копче;['▁сыр', '▁коп', 'че'];['B-TYPE', 'B-TYPE', 'I-TYPE']
сувениры;['▁сувенир', 'ы'];['B-TYPE', 'I-TYPE']
слойки перекрест;['▁сло', 'йки', '▁пере', 'крес', 'т'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
разрыхлитель с.пудов;['▁раз', 'рых', 'ли', 'тель', '▁с', '.', 'пу', 'дов'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
шоколадные конфеты;['▁шоколад', 'ные', '▁конф', 'е', 'ты'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
лечо iberi;['▁ле', 'чо', '▁i', 'beri'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
изоляционный матери;['▁из', 'оля', 'ционный', '▁матери'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
bell;['▁bell'];['B-BRAND']
сокми;['▁сок', 'ми'];['B-TYPE', 'I-TYPE']
с апликатор;['▁с', '▁а', 'плик', 'атор'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
треска pingvi;['▁тре', 'ска', '▁ping', 'vi'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
шампанское;['▁шам', 'пан', 'ское'];['B-TYPE', 'I-TYPE', 'I-TYPE']
зерноик;['▁зерно', 'ик'];['B-TYPE', 'I-TYPE']
утреннее;['▁утре', 'нне', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
пена;['▁пен', 'а'];['B-TYPE', 'I-TYPE']
булочки для зотдога;['▁було', 'чки', '▁для', '▁з', 'от', 'дог', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
эколь сейчас;['▁э', 'коль', '▁сейчас'];['B-BRAND', 'I-BRAND', 'O']
галеты всеслав;['▁гал', 'е', 'ты', '▁все', 'слав'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
фритюрницы;['▁', 'фри', 'тюр', 'ницы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
производство маргар;['▁производство', '▁мар', 'гар'];['B-BRAND', 'B-TYPE', 'I-TYPE']
полубубоик;['▁полу', 'бу', 'бо', 'ик'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
еуоиное;['▁е', 'у', 'о', 'и', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
фрутилки;['▁фр', 'утил', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
марианна;['▁ма', 'риан', 'на'];['B-BRAND', 'I-BRAND', 'I-BRAND']
молоко детское агуша;['▁молоко', '▁детско', 'е', '▁аг', 'уша'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
йлгурт⁷;['▁', 'йл', 'гурт', '7'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
хоржи;['▁хор', 'жи'];['B-TYPE', 'I-TYPE']
канфету;['▁кан', 'фет', 'у'];['B-TYPE', 'I-TYPE', 'I-TYPE']
корм кошачий;['▁корм', '▁кош', 'а', 'чий'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
ржаной край;['▁', 'ржан', 'ой', '▁край'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
брянконфи;['▁бр', 'ян', 'кон', 'фи'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
варенна;['▁в', 'арен', 'на'];['B-TYPE', 'I-TYPE', 'I-TYPE']
whiscas;['▁w', 'his', 'cas'];['B-BRAND', 'I-BRAND', 'I-BRAND']
микро;['▁микро'];['B-TYPE']
кофейник м;['▁кофе', 'й', 'ник', '▁м'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
укроп рестория;['▁укр', 'оп', '▁', 'рест', 'ория'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
зерно творожное;['▁зерно', '▁твор', 'ож', 'ное'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
сгущегкк;['▁с', 'гу', 'ще', 'г', 'к', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
школадки;['▁школа', 'дки'];['B-TYPE', 'I-TYPE']
пельменип;['▁', 'пель', 'мен', 'ип'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
шампиньоный;['▁шам', 'пи', 'ньо', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
