tokens;tags
['▁фр', 'у', 'тон', 'ч', 'н', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мах', 'ее', 'въ'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁кра', 'бо', 'вы', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁череп'];['B-TYPE']
['▁чай', '▁LIP', 'TO'];['B-TYPE', 'B-BRAND', 'I-BRAND']
['▁по', 'ими', 'дор', 'в'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁бак', 'ла', 'жан', '▁Slad'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁соба', 'чий', '▁сухо', 'й', '▁корм'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE']
['▁', 'Без', 'Лак', 'Тг', 'З', 'Ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'о', 'нез', '▁Па', 'Ни'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['вода', 'mg'];['B-TYPE', 'B-BRAND']
['village', 'Овощи'];['B-BRAND', 'B-TYPE']
['▁', 'т', 'рус', 'ики', '▁Ме', 'Рис'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['сыр', '100г'];['B-TYPE', 'B-VOLUME']
['▁ди', 'фф', 'у', 'зор', '▁glade'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁напр', 'лни', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ШАМА', 'И', 'НЬО', 'НЫ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ро', 'ма', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁си', 'рт', 'п', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'бю', 'ст', 'га', 'ль', 'тер', '▁', 'ком', 'а', 'цо'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'naHurel', 'l'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁гр', 'луб', 'ика'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шоколад', 'ные'];['B-TYPE', 'I-TYPE']
['▁молоко', '▁село', '▁з', 'еле'];['B-TYPE', 'O', 'O', 'O']
['▁Кот', 'Лет', 'Ы', '▁из', '▁', 'инде', 'йки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁с', 'пир'];['B-TYPE', 'I-TYPE']
['▁вода', '▁Пи', 'Ли', 'Гри', 'М'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'лёг', 'кий'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'лап', 'ша', '▁', 'вок'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁Шам', 'Пу', 'Нь', '▁а', 'спер'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁под', 'у', 'шек', '▁dar', 'ge'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ту', 'а', 'дет', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Соль', 'Y00Г'];['B-TYPE', 'B-VOLUME']
['▁гр', 'чне', 'ский'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'хлеб', '▁Без', 'Д', 'Роз', 'Же', 'Вой'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁при', 'права', '▁д', 'лч', '▁кур', 'иц', 'в'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁САП', 'ОЖ', 'К'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шам', 'пин', 'ь', 'ьон', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁твор', 'ож', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'фар', 'ши', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁фон', 'ари'];['B-TYPE', 'I-TYPE']
['▁', 'de', 'knica', '▁тверд', 'ы'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'fi', 'al', 'co', '▁сам'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'O']
['▁', 'Фри', '▁картоф', 'ель'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['@00г', 'сыр'];['B-VOLUME', 'B-TYPE']
['▁', 'ските', 'лс'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'Пель', 'Мени', '▁с', '▁масло', 'м'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁вод', 'ка', '▁сло', 'бо'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁вино', '▁', 'ИГРИ', 'СТ'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['120г', 'сыр'];['B-VOLUME', 'B-TYPE']
['▁ла', 'сто', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['VUola', '97$МЛ', 'молоко'];['B-BRAND', 'B-VOLUME', 'B-TYPE']
['▁на', 'г', 'ге', 'т', 'чы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ван', 'Иль', 'Н'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁конф', 'е', 'ты', '▁Тр', 'Ю', 'Фе', 'Ль'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пят', 'нов', 'ы', 'водите', 'ли', '▁bio', 'mi'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'лк', 'ю', 'ква'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мо', 'кар', 'оны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁энерг', 'е', 'тик', '▁', 'Дра', 'Й', 'В'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁перенос', 'к'];['B-TYPE', 'I-TYPE']
['▁', 'kor', 'ner', 'y'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'марин', 'ова', 'нные', '▁гриб', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['СО', 't00мл', 'вода'];['B-BRAND', 'B-VOLUME', 'B-TYPE']
['▁Вер', 'Му', 'Ты'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁в', 'к', 'чина'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁lo', 'uman', '▁мя'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁пече', 'ные'];['B-TYPE', 'I-TYPE']
['▁пал', 'очки', '▁ку', 'кур', 'уз', 'ные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Мясо', '400г'];['B-TYPE', 'B-VOLUME']
['▁а', 'бра', 'у', '-', 'д', 'юр', 'со', '▁', 'шам', 'пан', 'ское'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['w00г', 'Ягоды'];['B-VOLUME', 'B-TYPE']
['▁кре', 'тки'];['B-TYPE', 'I-TYPE']
['▁пе', 'стра', 'вка'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁svi', 'a'];['O', 'O']
['▁кет', 'чуп', '▁ле', 'чо'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁чеч', 'еви', 'цы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ми', 'шки', '▁мар', 'ме', 'лад', 'ные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'М', 'Моло', 'Ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'па', 'на', 'мы', '▁при', 'зер'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁сахар', '▁тро', 'сник'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁на', 'пит', 'ок', '▁fresh', '▁aloe'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'B-BRAND']
['▁ш', 'р', 'ко', 'лад', '▁без', '▁сахар', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁сал', 'фет', 'ки', '▁спирт', 'овые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'сель', 'дь', '▁о', 'ке'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'Рис', '▁басма', 'ти'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'зел'];['B-TYPE', 'I-TYPE']
['▁', 'а', 'бри', 'ко', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ВАТ', 'НЫЕ', '▁диск', 'и', '▁про', 'ши', 'ты', 'е', '▁без', 'вор', 'с', 'овые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['▁', 'Яй', 'К'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁fac', 'kel', 'mann', '▁хлеб', 'ницы'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁макар', 'оны', '▁звезд', 'очки'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁осве', 'ж', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рис', '▁с', '▁овощ', 'ами'];['B-TYPE', 'O', 'O', 'O']
['▁', 'apo', 'llo', '▁салат', 'ники'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁спира', 'лька'];['B-TYPE', 'I-TYPE']
['▁МОИ', 'НЕЗ'];['B-TYPE', 'I-TYPE']
['▁nest', 'le', '▁жел'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['сыр', 'БЗМЖ'];['B-TYPE', 'B-BRAND']
['▁', 'силь', 'ди', 'рей'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁прочие', '▁про', 'клад', 'к'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Coca', '-'];['B-BRAND', 'I-BRAND']
['▁мор', 'ков', 'ка', '▁по', '▁ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁сыр', 'о', 'коп', 'че', 'ные', '▁кол', 'ба', 'ски'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁було', 'чка', '▁с', '▁а', 'бри', 'кос'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁смо', 'род', 'ин'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁чай', '▁кар', 'ка', 'дэ'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'смет', 'ына'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁о', 'гур', 'чи'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁у', 'ле', 'ные'];['O', 'O', 'O']
['▁vi', 'ci', '▁ох', 'лаж', 'ден', 'н'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ск', 'ф'];['O', 'O']
['СЫР', '50%'];['B-TYPE', 'B-PERCENT']
['▁о', 'гур', 'ци'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гре', 'й', 'п', 'ф', 'рут', 'т'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁су', 'ше', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'лат', 'она'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁су', 'ши'];['B-TYPE', 'I-TYPE']
['▁КО', 'БАСА', '▁в', '▁вакуум', 'е'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['сахар', 'БЗМЖ'];['B-TYPE', 'B-BRAND']
['▁че', 'сно', 'к', '▁те', 'нд'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['вино', '*50Мл'];['B-TYPE', 'B-VOLUME']
['▁пе', 'ки', 'нская'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁mila', 'gros', '▁кара', 'мел'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁Му', 'Сс', '▁твор', 'ож', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'лук', '▁крас', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['80г', 'шоколад'];['B-VOLUME', 'B-TYPE']
['▁не', 'ктар', '▁мой'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'БОТ', 'ИНКИ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'ливо', 'к', '▁су', 'хи'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁слабо', 'со', 'лё', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ди', 'фф', 'у', 'зор', '▁le', 'far'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁с', 'сол', 'ом', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ТА', 'РХ', 'УМ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁kaka', 'du', '▁са', 'по'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁полу', 'фабрик', 'и', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ма', 'Ме', 'Лад'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Мор', 'О', 'Жение'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['масло', '1л'];['B-TYPE', 'B-VOLUME']
['Original', '2U5Г', 'хлебцы'];['B-BRAND', 'B-VOLUME', 'B-TYPE']
['▁бумаг', 'а', '▁пер', 'га', 'мент', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'лены', '▁', 'ы', 'б', 'ны'];['O', 'O', 'O', 'O', 'O', 'O']
['▁стек', 'лом', 'ой', '▁Ком', 'Фор'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁КОР', 'ОВКИ', 'НО'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁тор', 'ти', '▁car'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁карт', 'ош', 'еп'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁консерв', 'ы', '▁диабет', 'ические'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['cgups', 'ФРУКТЫ'];['B-BRAND', 'B-TYPE']
['▁sei', 'ait'];['O', 'O']
['▁бата', 'рей', 'ки', '▁старт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁хлоп', 'ья', '▁', 'гер', 'ку', 'лес'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁каш', 'а', '▁рис', 'ова'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁о', 'гур', 'ую'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кра', 'б', 'овое', '▁', 'мя', 'со'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ст', 'м', '▁вис'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁удален', 'ие', '▁ск', 'об'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁kinder', 'c'];['B-BRAND', 'I-BRAND']
['▁оде', 'я'];['B-TYPE', 'I-TYPE']
['▁грунт', '▁тор'];['B-TYPE', 'B-TYPE']
['▁па', 'нама', '▁при', 'зе'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁жар', 'ков', 'ье'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'моло', 'чная', '▁Смес'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁опо', 'ла', 'ски', 'ва', 'тель', '▁gras', 's'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁э', 'о'];['O', 'O']
['▁фа', 'соль', '▁в', '▁том', 'ат', 'но'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁лимон', 'ад', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁хлеб', '▁воскрес', 'ен', 'ский'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ван', 'Иль', 'Н', 'В'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кор', 'жи', '▁гу', 'рман'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁х', 'леп', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁При', 'Зер', '▁', 'тру'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁скра', 'б', '▁lume', 'n'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁че', 'п', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'ус', '▁для', '▁бу'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁вода', '▁черно', 'голов', 'ка', '▁', 'пить', 'е', 'вая'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁рыб', 'а', '▁крас'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['▁хлеб', '▁зла', 'ки', '▁', 'зер', 'на'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁под', 'у', 'ше', 'чки', '▁', 'bEST'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'ю', 'на', 'нди'];['O', 'O', 'O', 'O']
['▁в', 'гу', 'ща'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пере', 'пи', 'лин', 'ве'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['750мл', 'вино', 'White'];['B-VOLUME', 'B-TYPE', 'B-BRAND']
['▁кре', 'ки', 'ры'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Детски', 'Й', '▁мама', '▁', 'лама'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁десерт', '▁твор', 'ож', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'при', 'права', '▁для', '▁кар', 'то', 'ше', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁Бу', 'Ма', 'Ж', 'Ный', '▁', 'Па', 'Ке'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'сме', 'тен', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'энергетическ', 'ие', '▁Напитки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁н', 'ф', '▁', 'оч', 'к'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁твор', 'рж', 'рк'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁инди', 'д'];['B-TYPE', 'I-TYPE']
['▁сре', 'ство'];['B-TYPE', 'I-TYPE']
['Мармелад', '80г'];['B-TYPE', 'B-VOLUME']
['▁российский', '▁крас', 'н'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁да', 'нси'];['O', 'O']
['▁пом', 'ид', 'рп'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁б', 'тны'];['O', 'O']
['▁слабо', 'со', 'лё', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['^itbit', 'для', 'собак'];['B-BRAND', 'B-TYPE', 'I-TYPE']
['▁чай', '▁май', 'ский'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'ЧАК', '▁ч'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['▁сем', 'ки'];['B-TYPE', 'I-TYPE']
['DeLuxe', 'БУМАГА'];['B-BRAND', 'B-TYPE']
['▁', 'row', 'enta', '▁', 'ФЕН'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁zebra', 'to', 'ys', '▁по', 'г', 'рем', 'ушка'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'КОК', 'ТЕЛ', 'Б'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шо', 'кола', 'жка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁САЛ', 'ФЕТ', 'КИ', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁конф', 'ети'];['B-TYPE', 'I-TYPE']
['▁бр', 'ик'];['B-BRAND', 'I-BRAND']
['▁', 'щу', 'б', '5', 'ая'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁бел', 'ое', '▁плод', 'ов'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁сок', '▁натуральн', 'ый', '▁анан', 'ас'];['B-TYPE', 'O', 'O', 'O', 'O']
['▁су', 'хар', 'ики', '▁с', '▁х'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁мор', 'рж', 'енное'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['72%', 'Шоколад'];['B-PERCENT', 'B-TYPE']
['1кг', 'кофе'];['B-VOLUME', 'B-TYPE']
['▁я', 'блок', 'и', '>'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'добро', 'дел', '▁вар', 'ено', '-', 'коп', 'че', 'ны'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁cho', 'ho'];['B-BRAND', 'I-BRAND']
['25Г', 'сахар'];['B-VOLUME', 'B-TYPE']
['▁городе', 'цкий', '▁Бара', 'Нк'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'зон', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁go', 'og', 'mi'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁тор', 'тик', '▁pe', 'tra'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁то', 'рт', '▁', 'пт', 'ичка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁и', 'о', 'рок', 'ь', '▁по', '▁коре', 'й', 'ски'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁дро', 'жев', 'вое'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кре', 'кер', '▁', 'зер', 'ни'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'Фей', 'Хо', 'А'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'да', '▁dr', '.', 'o', 'et', 'ke'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁chu', 'pa', '▁chu', 'ps'];['B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁э', 'коль', '▁сейчас'];['B-BRAND', 'I-BRAND', 'O']
['190мл', 'БЗМЖ', 'Вкус'];['B-VOLUME', 'B-BRAND', 'B-TYPE']
['▁за', 'лив', 'ные', '▁О', 'Кра', 'Ин'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁со', 'си', 'с', 'ги'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', 'ц'];['B-TYPE', 'I-TYPE']
['▁сыр', 'ок', '▁глаз', 'ированные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁или', '▁s', 'pic', 'expert'];['O', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁набор', '▁конф', 'е', 'ты'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ПАП', 'РИКА', '▁коп', 'че', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'блок', 'о', '▁те', 'нд'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'Конф', 'Е', 'И', 'Ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁гор', 'тица'];['B-TYPE', 'I-TYPE']
['▁сал', 'фет', 'ки', '▁спирт', 'овые'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁Ас', 'Пера', '▁ди', 'фф', 'у', 'зор'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁одно', 'раз', 'овая', '▁посуд'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁', 'К', 'Ваше', 'Ная', '▁кап', 'уста'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁мя', 'ск'];['B-TYPE', 'I-TYPE']
['▁но', 'ри', '▁это', '▁э'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁орех', 'овая', '▁паста'];['B-TYPE', 'I-TYPE', 'B-TYPE']
